idx;util;clip;label;overlap_ratio;concepts;id;movie;srt_name;video_name;graph_number
1051;1;tt1142988scene-012.ss-0054.es-0066;Hard Neg;1.00;['Speech'];tt1142988-012;tt1142988;scene-012.ss-0054.es-0066.srt;tt1142988_scene_12.mkv;11
1052;1;tt1142988scene-013.ss-0067.es-0071;Not Sure;0.90;['Speech'];tt1142988-013;tt1142988;scene-013.ss-0067.es-0071.srt;tt1142988_scene_13.mkv;12
1053;1;tt1142988scene-014.ss-0072.es-0085;Sure;1.00;['Speech'];tt1142988-014;tt1142988;scene-014.ss-0072.es-0085.srt;tt1142988_scene_14.mkv;13
1054;1;tt1142988scene-015.ss-0086.es-0088;Sure;1.00;['Speech'];tt1142988-015;tt1142988;scene-015.ss-0086.es-0088.srt;tt1142988_scene_15.mkv;14
1055;1;tt1142988scene-016.ss-0089.es-0108;Sure;1.00;['Speech'];tt1142988-016;tt1142988;scene-016.ss-0089.es-0108.srt;tt1142988_scene_16.mkv;-1
1056;1;tt1142988scene-017.ss-0109.es-0120;Sure;1.00;['Speech'];tt1142988-017;tt1142988;scene-017.ss-0109.es-0120.srt;tt1142988_scene_17.mkv;16
1057;0;tt1142988scene-018.ss-0121.es-0122;Sure;1.00;['Speech'];tt1142988-018;tt1142988;scene-018.ss-0121.es-0122.srt;tt1142988_scene_18.mp4;-1
1058;1;tt1142988scene-019.ss-0123.es-0123;Hard Neg;0.89;['Posture', ' Speech'];tt1142988-019;tt1142988;scene-019.ss-0123.es-0123.srt;tt1142988_scene_19.mkv;18
1059;1;tt1142988scene-020.ss-0124.es-0143;Hard Neg;1.00;['Posture', ' Speech'];tt1142988-020;tt1142988;scene-020.ss-0124.es-0143.srt;tt1142988_scene_20.mkv;19
1060;1;tt1142988scene-021.ss-0144.es-0157;Sure;1.00;['Speech'];tt1142988-021;tt1142988;scene-021.ss-0144.es-0157.srt;tt1142988_scene_21.mkv;20
1061;1;tt1142988scene-022.ss-0158.es-0159;Sure;0.98;['Speech'];tt1142988-022;tt1142988;scene-022.ss-0158.es-0159.srt;tt1142988_scene_22.mkv;21
1062;1;tt1142988scene-023.ss-0160.es-0167;Sure;1.00;['Speech'];tt1142988-023;tt1142988;scene-023.ss-0160.es-0167.srt;tt1142988_scene_23.mkv;22
1063;1;tt1142988scene-024.ss-0168.es-0177;Sure;1.00;['Speech'];tt1142988-024;tt1142988;scene-024.ss-0168.es-0177.srt;tt1142988_scene_24.mkv;23
1064;1;tt1142988scene-025.ss-0178.es-0178;Hard Neg;0.96;['Speech'];tt1142988-025;tt1142988;scene-025.ss-0178.es-0178.srt;tt1142988_scene_25.mkv;24
1065;1;tt1142988scene-026.ss-0179.es-0181;Sure;0.76;['Speech', ' Activities'];tt1142988-026;tt1142988;scene-026.ss-0179.es-0181.srt;tt1142988_scene_26.mkv;25
1066;0;tt1142988scene-027.ss-0182.es-0184;Sure;1.00;['Speech', ' Activities'];tt1142988-027;tt1142988;scene-027.ss-0182.es-0184.srt;tt1142988_scene_27.mp4;-1
1067;1;tt1142988scene-028.ss-0185.es-0199;Sure;1.00;['Speech', ' Activities'];tt1142988-028;tt1142988;scene-028.ss-0185.es-0199.srt;tt1142988_scene_28.mkv;27
1068;1;tt1142988scene-029.ss-0200.es-0222;Sure;1.00;['Speech', ' Activities'];tt1142988-029;tt1142988;scene-029.ss-0200.es-0222.srt;tt1142988_scene_29.mkv;28
1069;1;tt1142988scene-030.ss-0223.es-0236;Sure;1.00;['Speech', ' Activities'];tt1142988-030;tt1142988;scene-030.ss-0223.es-0236.srt;tt1142988_scene_30.mkv;29
1070;1;tt1142988scene-031.ss-0237.es-0256;Sure;1.00;['Speech', ' Activities'];tt1142988-031;tt1142988;scene-031.ss-0237.es-0256.srt;tt1142988_scene_31.mkv;30
1071;1;tt1142988scene-032.ss-0257.es-0263;Easy Neg;0.98;[''];tt1142988-032;tt1142988;scene-032.ss-0257.es-0263.srt;tt1142988_scene_32.mkv;31
1072;1;tt1142988scene-033.ss-0263.es-0272;Easy Neg;1.00;[''];tt1142988-033;tt1142988;scene-033.ss-0263.es-0272.srt;tt1142988_scene_33.mkv;32
1073;1;tt1142988scene-034.ss-0273.es-0283;Sure;0.97;['Voice'];tt1142988-034;tt1142988;scene-034.ss-0273.es-0283.srt;tt1142988_scene_34.mkv;33
1074;1;tt1142988scene-035.ss-0284.es-0285;Not Sure;1.00;['Voice', ' Speech'];tt1142988-035;tt1142988;scene-035.ss-0284.es-0285.srt;tt1142988_scene_35.mkv;34
1075;1;tt1142988scene-036.ss-0286.es-0289;Not Sure;1.00;['Voice', ' Speech'];tt1142988-036;tt1142988;scene-036.ss-0286.es-0289.srt;tt1142988_scene_36.mkv;35
1076;1;tt1142988scene-037.ss-0290.es-0305;Easy Neg;0.78;[''];tt1142988-037;tt1142988;scene-037.ss-0290.es-0305.srt;tt1142988_scene_37.mkv;36
1077;1;tt1142988scene-038.ss-0306.es-0324;Sure;0.68;['Type of plan', ' Body'];tt1142988-038;tt1142988;scene-038.ss-0306.es-0324.srt;tt1142988_scene_38.mkv;37
1078;1;tt1142988scene-039.ss-0325.es-0330;Sure;0.98;['Voice', ' Exp of  emotion'];tt1142988-039;tt1142988;scene-039.ss-0325.es-0330.srt;tt1142988_scene_39.mkv;38
1079;1;tt1142988scene-040.ss-0331.es-0346;Sure;1.00;['Voice', ' Exp of  emotion'];tt1142988-040;tt1142988;scene-040.ss-0331.es-0346.srt;tt1142988_scene_40.mkv;39
1080;1;tt1142988scene-041.ss-0347.es-0347;Not Sure;0.84;['Speech'];tt1142988-041;tt1142988;scene-041.ss-0347.es-0347.srt;tt1142988_scene_41.mkv;40
1081;1;tt1142988scene-042.ss-0348.es-0363;Not Sure;1.00;['Speech'];tt1142988-042;tt1142988;scene-042.ss-0348.es-0363.srt;tt1142988_scene_42.mkv;41
1082;1;tt1142988scene-043.ss-0364.es-0369;Sure;0.96;['Body', ' Appearance', ' Clothes', ' Posture', ' Speech'];tt1142988-043;tt1142988;scene-043.ss-0364.es-0369.srt;tt1142988_scene_43.mkv;42
1083;1;tt1142988scene-044.ss-0370.es-0375;Sure;1.00;['Body', ' Speech', ' Activities'];tt1142988-044;tt1142988;scene-044.ss-0370.es-0375.srt;tt1142988_scene_44.mkv;43
1084;1;tt1142988scene-045.ss-0376.es-0382;Sure;1.00;['Body', ' Speech', ' Activities'];tt1142988-045;tt1142988;scene-045.ss-0376.es-0382.srt;tt1142988_scene_45.mkv;44
1085;1;tt1142988scene-046.ss-0383.es-0391;Sure;0.37;['Body', ' Appearance', ' Clothes', ' Posture', ' Speech'];tt1142988-046;tt1142988;scene-046.ss-0383.es-0391.srt;tt1142988_scene_46.mkv;45
1086;1;tt1142988scene-047.ss-0392.es-0396;Sure;0.70;['Body', ' Speech'];tt1142988-047;tt1142988;scene-047.ss-0392.es-0396.srt;tt1142988_scene_47.mkv;46
1087;0;tt1142988scene-048.ss-0397.es-0399;Hard Neg;0.99;['Speech'];tt1142988-048;tt1142988;scene-048.ss-0397.es-0399.srt;tt1142988_scene_48.mp4;-1
1088;1;tt1142988scene-049.ss-0400.es-0401;Hard Neg;1.00;['Speech'];tt1142988-049;tt1142988;scene-049.ss-0400.es-0401.srt;tt1142988_scene_49.mkv;48
1089;1;tt1142988scene-050.ss-0401.es-0409;Hard Neg;1.00;['Speech'];tt1142988-050;tt1142988;scene-050.ss-0401.es-0409.srt;tt1142988_scene_50.mkv;49
1090;1;tt1142988scene-051.ss-0410.es-0425;Hard Neg;1.00;['Speech'];tt1142988-051;tt1142988;scene-051.ss-0410.es-0425.srt;tt1142988_scene_51.mkv;50
1091;1;tt1142988scene-052.ss-0426.es-0432;Hard Neg;1.00;['Speech'];tt1142988-052;tt1142988;scene-052.ss-0426.es-0432.srt;tt1142988_scene_52.mkv;51
1092;1;tt1142988scene-053.ss-0433.es-0459;Hard Neg;1.00;['Speech'];tt1142988-053;tt1142988;scene-053.ss-0433.es-0459.srt;tt1142988_scene_53.mkv;52
1093;1;tt1142988scene-054.ss-0460.es-0466;Hard Neg;1.00;['Speech'];tt1142988-054;tt1142988;scene-054.ss-0460.es-0466.srt;tt1142988_scene_54.mkv;53
1094;1;tt1142988scene-055.ss-0467.es-0476;Not Sure;0.87;['Speech', ' Exp of  emotion'];tt1142988-055;tt1142988;scene-055.ss-0467.es-0476.srt;tt1142988_scene_55.mkv;54
1095;1;tt1142988scene-056.ss-0476.es-0486;Sure;0.94;['Clothes', ' Speech', ' Activities'];tt1142988-056;tt1142988;scene-056.ss-0476.es-0486.srt;tt1142988_scene_56.mkv;55
1096;1;tt1142988scene-057.ss-0486.es-0494;Sure;1.00;['Clothes', ' Speech', ' Activities'];tt1142988-057;tt1142988;scene-057.ss-0486.es-0494.srt;tt1142988_scene_57.mkv;56
1097;0;tt1142988scene-058.ss-0495.es-0495;Sure;1.00;['Clothes', ' Speech', ' Activities'];tt1142988-058;tt1142988;scene-058.ss-0495.es-0495.srt;;-1
1098;1;tt1142988scene-059.ss-0496.es-0507;Sure;1.00;['Appearance', ' Clothes', ' Speech', ' Activities'];tt1142988-059;tt1142988;scene-059.ss-0496.es-0507.srt;tt1142988_scene_59.mkv;58
1099;1;tt1142988scene-060.ss-0508.es-0513;Sure;0.96;['Appearance', ' Clothes', ' Speech', ' Activities'];tt1142988-060;tt1142988;scene-060.ss-0508.es-0513.srt;tt1142988_scene_60.mkv;59
1100;1;tt1142988scene-061.ss-0514.es-0520;Sure;1.00;['Voice', ' Speech', ' Look'];tt1142988-061;tt1142988;scene-061.ss-0514.es-0520.srt;tt1142988_scene_61.mkv;60
1101;1;tt1142988scene-062.ss-0521.es-0527;Sure;1.00;['Voice', ' Speech', ' Look'];tt1142988-062;tt1142988;scene-062.ss-0521.es-0527.srt;tt1142988_scene_62.mkv;61
1102;0;tt1142988scene-063.ss-0528.es-0531;Sure;0.34;['Voice', ' Speech', ' Look'];tt1142988-063;tt1142988;scene-063.ss-0528.es-0531.srt;tt1142988_scene_63.mp4;-1
1103;1;tt1142988scene-064.ss-0532.es-0541;Not Sure;1.00;['Clothes', ' Speech', ' Activities'];tt1142988-064;tt1142988;scene-064.ss-0532.es-0541.srt;tt1142988_scene_64.mkv;63
1104;0;tt1142988scene-065.ss-0542.es-0543;Not Sure;1.00;['Clothes', ' Speech', ' Activities'];tt1142988-065;tt1142988;scene-065.ss-0542.es-0543.srt;tt1142988_scene_65.mp4;-1
1105;1;tt1142988scene-066.ss-0544.es-0547;Not Sure;1.00;['Clothes', ' Speech', ' Activities'];tt1142988-066;tt1142988;scene-066.ss-0544.es-0547.srt;tt1142988_scene_66.mkv;65
1106;1;tt1142988scene-067.ss-0548.es-0559;Not Sure;1.00;['Clothes', ' Speech', ' Activities'];tt1142988-067;tt1142988;scene-067.ss-0548.es-0559.srt;tt1142988_scene_67.mkv;66
1107;1;tt1142988scene-068.ss-0560.es-0574;Sure;1.00;['Posture', ' Look'];tt1142988-068;tt1142988;scene-068.ss-0560.es-0574.srt;tt1142988_scene_68.mkv;67
1108;1;tt1142988scene-069.ss-0575.es-0583;Sure;0.92;['Body', ' Posture', ' Look'];tt1142988-069;tt1142988;scene-069.ss-0575.es-0583.srt;tt1142988_scene_69.mkv;68
1109;1;tt1142988scene-070.ss-0584.es-0593;Sure;1.00;['Body', ' Posture', ' Look'];tt1142988-070;tt1142988;scene-070.ss-0584.es-0593.srt;tt1142988_scene_70.mkv;69
1110;1;tt1142988scene-071.ss-0594.es-0606;Not Sure;0.97;['Speech'];tt1142988-071;tt1142988;scene-071.ss-0594.es-0606.srt;tt1142988_scene_71.mkv;70
1111;1;tt1142988scene-072.ss-0607.es-0613;Hard Neg;0.90;['Speech'];tt1142988-072;tt1142988;scene-072.ss-0607.es-0613.srt;tt1142988_scene_72.mkv;71
1112;1;tt1142988scene-073.ss-0614.es-0617;Hard Neg;1.00;['Speech'];tt1142988-073;tt1142988;scene-073.ss-0614.es-0617.srt;tt1142988_scene_73.mkv;72
1113;1;tt1142988scene-074.ss-0618.es-0624;Not Sure;0.48;['Speech'];tt1142988-074;tt1142988;scene-074.ss-0618.es-0624.srt;tt1142988_scene_74.mkv;73
1114;1;tt1142988scene-075.ss-0624.es-0624;Not Sure;0.65;['Speech'];tt1142988-075;tt1142988;scene-075.ss-0624.es-0624.srt;tt1142988_scene_75.mkv;74
1115;1;tt1142988scene-076.ss-0625.es-0634;Not Sure;1.00;['Speech'];tt1142988-076;tt1142988;scene-076.ss-0625.es-0634.srt;tt1142988_scene_76.mkv;75
1116;1;tt1142988scene-077.ss-0635.es-0650;Sure;0.40;['Appearance', ' Clothes', ' Activities'];tt1142988-077;tt1142988;scene-077.ss-0635.es-0650.srt;tt1142988_scene_77.mkv;76
1117;1;tt1142988scene-078.ss-0651.es-0657;Hard Neg;1.00;['Appearance', ' Clothes'];tt1142988-078;tt1142988;scene-078.ss-0651.es-0657.srt;tt1142988_scene_78.mkv;77
1118;1;tt1142988scene-079.ss-0658.es-0660;Hard Neg;0.92;['Speech'];tt1142988-079;tt1142988;scene-079.ss-0658.es-0660.srt;tt1142988_scene_79.mkv;78
1119;1;tt1142988scene-080.ss-0661.es-0667;Sure;0.92;['Voice', ' Appearance', ' Clothes', ' Speech', ' Activities'];tt1142988-080;tt1142988;scene-080.ss-0661.es-0667.srt;tt1142988_scene_80.mkv;79
1120;1;tt1142988scene-081.ss-0668.es-0673;Sure;1.00;['Voice', ' Appearance', ' Clothes', ' Speech', ' Activities'];tt1142988-081;tt1142988;scene-081.ss-0668.es-0673.srt;tt1142988_scene_81.mkv;80
1121;1;tt1142988scene-082.ss-0674.es-0678;Sure;1.00;['Voice', ' Appearance', ' Clothes', ' Speech', ' Activities'];tt1142988-082;tt1142988;scene-082.ss-0674.es-0678.srt;tt1142988_scene_82.mkv;81
1122;1;tt1142988scene-083.ss-0679.es-0697;Sure;1.00;['Voice', ' Appearance', ' Clothes', ' Speech', ' Activities'];tt1142988-083;tt1142988;scene-083.ss-0679.es-0697.srt;tt1142988_scene_83.mkv;82
1123;1;tt1142988scene-084.ss-0698.es-0713;Sure;1.00;['Voice', ' Appearance', ' Clothes', ' Speech', ' Activities'];tt1142988-084;tt1142988;scene-084.ss-0698.es-0713.srt;tt1142988_scene_84.mkv;83
1124;1;tt1142988scene-085.ss-0714.es-0730;Sure;1.00;['Voice', ' Appearance', ' Clothes', ' Speech', ' Activities'];tt1142988-085;tt1142988;scene-085.ss-0714.es-0730.srt;tt1142988_scene_85.mkv;84
1125;1;tt1142988scene-086.ss-0731.es-0734;Sure;0.24;['Voice', ' Appearance', ' Clothes', ' Speech', ' Activities'];tt1142988-086;tt1142988;scene-086.ss-0731.es-0734.srt;tt1142988_scene_86.mkv;85
1126;1;tt1142988scene-087.ss-0735.es-0748;Easy Neg;1.00;[''];tt1142988-087;tt1142988;scene-087.ss-0735.es-0748.srt;tt1142988_scene_87.mkv;86
1127;1;tt1142988scene-088.ss-0749.es-0757;Sure;0.73;['Voice', ' Activities'];tt1142988-088;tt1142988;scene-088.ss-0749.es-0757.srt;tt1142988_scene_88.mkv;87
1128;1;tt1142988scene-089.ss-0758.es-0762;Sure;0.64;['Body', ' Clothes', ' Look'];tt1142988-089;tt1142988;scene-089.ss-0758.es-0762.srt;tt1142988_scene_89.mkv;88
1129;1;tt1142988scene-090.ss-0763.es-0770;Sure;1.00;['Body', ' Clothes', ' Look'];tt1142988-090;tt1142988;scene-090.ss-0763.es-0770.srt;tt1142988_scene_90.mkv;89
1130;1;tt1142988scene-091.ss-0771.es-0784;Hard Neg;0.96;['Speech'];tt1142988-091;tt1142988;scene-091.ss-0771.es-0784.srt;tt1142988_scene_91.mkv;90
1131;1;tt1142988scene-092.ss-0785.es-0789;Hard Neg;1.00;['Speech'];tt1142988-092;tt1142988;scene-092.ss-0785.es-0789.srt;tt1142988_scene_92.mkv;91
1132;1;tt1142988scene-093.ss-0790.es-0797;Not Sure;0.86;['Speech'];tt1142988-093;tt1142988;scene-093.ss-0790.es-0797.srt;tt1142988_scene_93.mkv;92
1133;0;tt1142988scene-094.ss-0798.es-0802;Not Sure;0.91;['Speech'];tt1142988-094;tt1142988;scene-094.ss-0798.es-0802.srt;tt1142988_scene_94.mp4;93
1134;1;tt1142988scene-095.ss-0803.es-0806;Easy Neg;0.99;[''];tt1142988-095;tt1142988;scene-095.ss-0803.es-0806.srt;tt1142988_scene_95.mkv;94
1135;1;tt1142988scene-096.ss-0807.es-0813;Easy Neg;1.00;[''];tt1142988-096;tt1142988;scene-096.ss-0807.es-0813.srt;tt1142988_scene_96.mkv;95
1136;1;tt1142988scene-097.ss-0814.es-0820;Easy Neg;1.00;[''];tt1142988-097;tt1142988;scene-097.ss-0814.es-0820.srt;tt1142988_scene_97.mkv;96
1137;0;tt1142988scene-098.ss-0821.es-0822;Easy Neg;0.44;[''];tt1142988-098;tt1142988;scene-098.ss-0821.es-0822.srt;tt1142988_scene_98.mp4;-1
1138;1;tt1142988scene-099.ss-0823.es-0828;Hard Neg;0.84;['Clothes', ' Speech'];tt1142988-099;tt1142988;scene-099.ss-0823.es-0828.srt;tt1142988_scene_99.mkv;98
1139;1;tt1142988scene-100.ss-0829.es-0836;Hard Neg;0.92;['Speech'];tt1142988-100;tt1142988;scene-100.ss-0829.es-0836.srt;tt1142988_scene_100.mkv;99
1140;1;tt1142988scene-101.ss-0837.es-0840;Hard Neg;1.00;['Speech'];tt1142988-101;tt1142988;scene-101.ss-0837.es-0840.srt;tt1142988_scene_101.mkv;100
1141;1;tt1142988scene-102.ss-0841.es-0853;Easy Neg;1.00;[''];tt1142988-102;tt1142988;scene-102.ss-0841.es-0853.srt;tt1142988_scene_102.mkv;101
1142;0;tt1142988scene-103.ss-0854.es-0855;Easy Neg;1.00;[''];tt1142988-103;tt1142988;scene-103.ss-0854.es-0855.srt;tt1142988_scene_103.mp4;-1
1143;1;tt1142988scene-104.ss-0856.es-0868;Easy Neg;1.00;[''];tt1142988-104;tt1142988;scene-104.ss-0856.es-0868.srt;tt1142988_scene_104.mkv;103
1144;1;tt1142988scene-105.ss-0869.es-0876;Easy Neg;1.00;[''];tt1142988-105;tt1142988;scene-105.ss-0869.es-0876.srt;tt1142988_scene_105.mkv;104
1145;1;tt1142988scene-106.ss-0877.es-0877;Easy Neg;1.00;[''];tt1142988-106;tt1142988;scene-106.ss-0877.es-0877.srt;;105
1146;1;tt1142988scene-107.ss-0878.es-0882;Easy Neg;1.00;[''];tt1142988-107;tt1142988;scene-107.ss-0878.es-0882.srt;tt1142988_scene_107.mkv;106
1147;1;tt1142988scene-108.ss-0883.es-0909;Sure;0.77;['Type of plan', ' Body', ' Clothes', ' Activities'];tt1142988-108;tt1142988;scene-108.ss-0883.es-0909.srt;tt1142988_scene_108.mkv;107
1148;1;tt1142988scene-109.ss-0910.es-0910;Sure;1.00;['Type of plan', ' Body', ' Clothes', ' Activities'];tt1142988-109;tt1142988;scene-109.ss-0910.es-0910.srt;tt1142988_scene_109.mkv;108
1149;1;tt1142988scene-110.ss-0911.es-0917;Hard Neg;0.95;['Clothes', ' Activities'];tt1142988-110;tt1142988;scene-110.ss-0911.es-0917.srt;tt1142988_scene_110.mkv;109
1150;1;tt1142988scene-111.ss-0918.es-0932;Not Sure;0.95;['Speech'];tt1142988-111;tt1142988;scene-111.ss-0918.es-0932.srt;tt1142988_scene_111.mkv;110
1151;1;tt1142988scene-112.ss-0933.es-0936;Easy Neg;0.91;[''];tt1142988-112;tt1142988;scene-112.ss-0933.es-0936.srt;tt1142988_scene_112.mkv;111
1152;1;tt1142988scene-113.ss-0937.es-0943;Easy Neg;1.00;[''];tt1142988-113;tt1142988;scene-113.ss-0937.es-0943.srt;tt1142988_scene_113.mkv;112
1153;1;tt1142988scene-114.ss-0944.es-0964;Easy Neg;1.00;[''];tt1142988-114;tt1142988;scene-114.ss-0944.es-0964.srt;tt1142988_scene_114.mkv;113
1154;1;tt1142988scene-115.ss-0965.es-0991;Easy Neg;0.99;[''];tt1142988-115;tt1142988;scene-115.ss-0965.es-0991.srt;tt1142988_scene_115.mkv;114
1155;0;tt1142988scene-116.ss-0992.es-0992;Easy Neg;0.98;[''];tt1142988-116;tt1142988;scene-116.ss-0992.es-0992.srt;tt1142988_scene_116.mp4;-1
1156;1;tt1142988scene-117.ss-0993.es-0996;Hard Neg;0.89;['Speech'];tt1142988-117;tt1142988;scene-117.ss-0993.es-0996.srt;tt1142988_scene_117.mkv;116
1157;1;tt1142988scene-118.ss-0997.es-1000;Hard Neg;1.00;['Speech'];tt1142988-118;tt1142988;scene-118.ss-0997.es-1000.srt;tt1142988_scene_118.mkv;117
1158;1;tt1142988scene-119.ss-1001.es-1001;Hard Neg;0.21;['Speech'];tt1142988-119;tt1142988;scene-119.ss-1001.es-1001.srt;tt1142988_scene_119.mkv;118
1159;1;tt1142988scene-120.ss-1002.es-1011;Hard Neg;1.00;['Speech'];tt1142988-120;tt1142988;scene-120.ss-1002.es-1011.srt;tt1142988_scene_120.mkv;119
1160;1;tt1142988scene-121.ss-1012.es-1016;Hard Neg;1.00;['Speech'];tt1142988-121;tt1142988;scene-121.ss-1012.es-1016.srt;tt1142988_scene_121.mkv;120
1161;1;tt1142988scene-122.ss-1017.es-1018;Hard Neg;1.00;['Speech'];tt1142988-122;tt1142988;scene-122.ss-1017.es-1018.srt;tt1142988_scene_122.mkv;121
1162;1;tt1142988scene-123.ss-1019.es-1025;Sure;1.00;['Speech'];tt1142988-123;tt1142988;scene-123.ss-1019.es-1025.srt;tt1142988_scene_123.mkv;122
1163;1;tt1142988scene-124.ss-1026.es-1029;Sure;1.00;['Speech'];tt1142988-124;tt1142988;scene-124.ss-1026.es-1029.srt;tt1142988_scene_124.mkv;123
1164;1;tt1142988scene-125.ss-1030.es-1032;Sure;0.26;['Speech'];tt1142988-125;tt1142988;scene-125.ss-1030.es-1032.srt;tt1142988_scene_125.mkv;124
1165;1;tt1142988scene-126.ss-1033.es-1037;Hard Neg;1.00;['Speech'];tt1142988-126;tt1142988;scene-126.ss-1033.es-1037.srt;tt1142988_scene_126.mkv;125
1166;0;tt1142988scene-127.ss-1038.es-1038;Hard Neg;1.00;['Speech'];tt1142988-127;tt1142988;scene-127.ss-1038.es-1038.srt;tt1142988_scene_127.mp4;-1
1167;1;tt1142988scene-128.ss-1039.es-1051;Hard Neg;1.00;['Speech'];tt1142988-128;tt1142988;scene-128.ss-1039.es-1051.srt;tt1142988_scene_128.mkv;127
1168;1;tt1142988scene-129.ss-1052.es-1057;Hard Neg;1.00;['Speech'];tt1142988-129;tt1142988;scene-129.ss-1052.es-1057.srt;tt1142988_scene_129.mkv;128
1169;1;tt1142988scene-130.ss-1057.es-1065;Hard Neg;1.00;['Speech'];tt1142988-130;tt1142988;scene-130.ss-1057.es-1065.srt;tt1142988_scene_130.mkv;129
1170;1;tt1142988scene-131.ss-1066.es-1075;Hard Neg;1.00;['Speech'];tt1142988-131;tt1142988;scene-131.ss-1066.es-1075.srt;tt1142988_scene_131.mkv;130
1171;1;tt1142988scene-132.ss-1076.es-1081;Hard Neg;1.00;['Speech'];tt1142988-132;tt1142988;scene-132.ss-1076.es-1081.srt;tt1142988_scene_132.mkv;131
1172;1;tt1142988scene-133.ss-1082.es-1096;Hard Neg;0.84;['Speech'];tt1142988-133;tt1142988;scene-133.ss-1082.es-1096.srt;tt1142988_scene_133.mkv;132
1173;1;tt1142988scene-134.ss-1097.es-1113;Hard Neg;1.00;['Speech'];tt1142988-134;tt1142988;scene-134.ss-1097.es-1113.srt;tt1142988_scene_134.mkv;133
1174;1;tt1142988scene-135.ss-1113.es-1117;Sure;0.67;['Body', ' Clothes', ' Speech'];tt1142988-135;tt1142988;scene-135.ss-1113.es-1117.srt;tt1142988_scene_135.mkv;134
1175;0;tt1193138scene-001.ss-0001.es-0034;Easy Neg;1.00;[''];tt1193138-001;tt1193138;scene-001.ss-0001.es-0034.srt;tt1193138_scene_1.mp4;-1
1176;1;tt1193138scene-002.ss-0035.es-0035;Hard Neg;1.00;['Speech'];tt1193138-002;tt1193138;scene-002.ss-0035.es-0035.srt;tt1193138_scene_2.mkv;1
1177;1;tt1193138scene-003.ss-0036.es-0036;Hard Neg;1.00;['Speech'];tt1193138-003;tt1193138;scene-003.ss-0036.es-0036.srt;tt1193138_scene_3.mkv;2
1178;1;tt1193138scene-004.ss-0037.es-0037;Hard Neg;1.00;['Speech'];tt1193138-004;tt1193138;scene-004.ss-0037.es-0037.srt;tt1193138_scene_4.mkv;3
1179;1;tt1193138scene-005.ss-0038.es-0038;Hard Neg;1.00;['Speech'];tt1193138-005;tt1193138;scene-005.ss-0038.es-0038.srt;tt1193138_scene_5.mkv;4
1180;1;tt1193138scene-006.ss-0039.es-0039;Hard Neg;1.00;['Speech'];tt1193138-006;tt1193138;scene-006.ss-0039.es-0039.srt;tt1193138_scene_6.mkv;5
1181;1;tt1193138scene-007.ss-0040.es-0040;Hard Neg;1.00;['Speech'];tt1193138-007;tt1193138;scene-007.ss-0040.es-0040.srt;tt1193138_scene_7.mkv;6
1182;1;tt1193138scene-008.ss-0041.es-0042;Hard Neg;1.00;['Speech'];tt1193138-008;tt1193138;scene-008.ss-0041.es-0042.srt;tt1193138_scene_8.mkv;7
1183;1;tt1193138scene-009.ss-0043.es-0048;Hard Neg;1.00;['Speech'];tt1193138-009;tt1193138;scene-009.ss-0043.es-0048.srt;tt1193138_scene_9.mkv;8
1184;1;tt1193138scene-010.ss-0049.es-0052;Hard Neg;1.00;['Speech'];tt1193138-010;tt1193138;scene-010.ss-0049.es-0052.srt;tt1193138_scene_10.mkv;-1
1185;1;tt1193138scene-011.ss-0053.es-0070;Hard Neg;1.00;['Speech'];tt1193138-011;tt1193138;scene-011.ss-0053.es-0070.srt;tt1193138_scene_11.mkv;10
1186;0;tt1193138scene-012.ss-0071.es-0087;Not Sure;0.40;['Voice', ' Exp of  emotion'];tt1193138-012;tt1193138;scene-012.ss-0071.es-0087.srt;tt1193138_scene_12.mp4;-1
1187;0;tt1193138scene-013.ss-0088.es-0088;Not Sure;1.00;['Voice', ' Exp of  emotion'];tt1193138-013;tt1193138;scene-013.ss-0088.es-0088.srt;tt1193138_scene_13.mp4;-1
1188;0;tt1193138scene-014.ss-0089.es-0094;Not Sure;1.00;['Voice', ' Exp of  emotion'];tt1193138-014;tt1193138;scene-014.ss-0089.es-0094.srt;tt1193138_scene_14.mp4;-1
1189;1;tt1193138scene-015.ss-0094.es-0098;Not Sure;1.00;['Voice', ' Exp of  emotion'];tt1193138-015;tt1193138;scene-015.ss-0094.es-0098.srt;tt1193138_scene_15.mkv;14
1190;0;tt1193138scene-016.ss-0099.es-0116;Easy Neg;1.00;[''];tt1193138-016;tt1193138;scene-016.ss-0099.es-0116.srt;tt1193138_scene_16.mp4;-1
1191;0;tt1193138scene-017.ss-0117.es-0118;Easy Neg;1.00;[''];tt1193138-017;tt1193138;scene-017.ss-0117.es-0118.srt;tt1193138_scene_17.mp4;-1
1192;0;tt1193138scene-018.ss-0119.es-0130;Easy Neg;1.00;[''];tt1193138-018;tt1193138;scene-018.ss-0119.es-0130.srt;tt1193138_scene_18.mp4;-1
1193;1;tt1193138scene-019.ss-0131.es-0137;Hard Neg;0.98;['Activities'];tt1193138-019;tt1193138;scene-019.ss-0131.es-0137.srt;tt1193138_scene_19.mkv;18
1194;0;tt1193138scene-020.ss-0138.es-0140;Easy Neg;1.00;[''];tt1193138-020;tt1193138;scene-020.ss-0138.es-0140.srt;tt1193138_scene_20.mp4;-1
